| designOverallArea | saveArea | saveRatio | patternCnt | patternSize | patternCoverage | patternName | patternCode |
| 13034.94913999971 | 258.04800000000006 | 2.135412253198845 | 84 | 4 | 336 | COMPLEX7 | [NAND3X1,AOI22X1,NAND2X1,NAND2X1] |
| 13034.94913999971 | 225.2799999999999 | 1.864248792475181 | 88 | 4 | 352 | COMPLEX5 | [NAND3X1,AOI21X1,AOI22X1,NAND2X1] |
| 13034.94913999971 | 168.96000000000015 | 1.3981865943563878 | 55 | 4 | 220 | COMPLEX14 | [NAND3X1,NAND3X1,NAND3X1,NAND3X1] |
